run_id,mode,round,client_id,train_batches,train_loss,val_batches,val_auroc,val_auprc,val_f1,activation_bytes,gradient_bytes,train_duration_sec,val_duration_sec
20260822_105023_seed42,option_b,1,0,200,0.9099661341309547,113,0.9525840928612163,0.8453989626099963,0.5196167883211679,1638400,1638400,2.957106699999713,0.6772025000027497
20260822_105023_seed42,option_b,1,1,200,0.6223710340261459,74,0.9664853571396752,0.8603741761962982,0.6064209274673008,1638400,1638400,3.01699329999974,0.43607889999839244
20260822_105023_seed42,option_b,1,2,200,0.5186299680173397,103,0.9757949337458646,0.8331963951675124,0.6166180758017493,1638400,1638400,3.0106673999980558,0.6010575999971479
20260822_105023_seed42,option_b,2,0,200,0.6232699851691723,113,0.9356978812462059,0.8038082880203786,0.6574324324324324,1638400,1638400,3.0064291000016965,0.6617451000056462
20260822_105023_seed42,option_b,2,1,200,0.41920169070363045,74,0.9673250830816382,0.8631436601006233,0.7019027484143763,1638400,1638400,2.9713772000031895,0.43040430000110064
20260822_105023_seed42,option_b,2,2,200,0.41893640622496603,103,0.9711148482267531,0.8113577802498648,0.6195732155997057,1638400,1638400,2.9455573999948683,0.6045782000001054
20260822_105023_seed42,option_b,3,0,200,0.6074843625724315,113,0.9367502536476442,0.8051869100571754,0.687221396731055,1638400,1638400,2.9420073999935994,0.7223918000017875
20260822_105023_seed42,option_b,3,1,200,0.3639103243499994,74,0.9674017052896051,0.8633622291990173,0.7236551215917465,1638400,1638400,2.940893600003619,0.43225649999658344
20260822_105023_seed42,option_b,3,2,200,0.3788485981523991,103,0.9697735423800501,0.808077835723481,0.6403712296983759,1638400,1638400,3.011756100000639,0.5983930000002147
20260822_105023_seed42,option_b,4,0,200,0.6281850782781839,113,0.9375017865001436,0.805576597622517,0.6668975069252078,1638400,1638400,2.987342799999169,0.6636866000044392
20260822_105023_seed42,option_b,4,1,200,0.3526730500161648,74,0.967669437539536,0.8635309839209362,0.7406844106463878,1638400,1638400,3.0057720999975572,0.4263342999984161
20260822_105023_seed42,option_b,4,2,200,0.363079019933939,103,0.9711000011587957,0.8108183384411538,0.6465927099841522,1638400,1638400,2.9629196999958367,0.5913839999993797
20260822_105023_seed42,option_b,5,0,200,0.6078759326040745,113,0.9378149369807652,0.8055480073118706,0.6790393013100436,1638400,1638400,2.9593371999944793,0.6605701000007684
20260822_105023_seed42,option_b,5,1,200,0.33107879489660264,74,0.9679211325831485,0.863478448802915,0.7270029673590505,1638400,1638400,2.981072499998845,0.4372903999974369
20260822_105023_seed42,option_b,5,2,200,0.35424290619790555,103,0.9711691667680612,0.8109127003340801,0.6377708978328174,1638400,1638400,2.933852399997704,0.6044476000024588
20260822_105023_seed42,option_b,6,0,200,0.6290361922979355,113,0.9384941607977484,0.807612371767209,0.6706629055007052,1638400,1638400,2.9440937000035774,0.6616027000054601
20260822_105023_seed42,option_b,6,1,200,0.35077307976782324,74,0.9683354270797139,0.8640618388674108,0.6929577464788732,1638400,1638400,3.0109542999998666,0.4354908000022988
20260822_105023_seed42,option_b,6,2,200,0.3461836467683315,103,0.9711898078137584,0.8107358974993435,0.6278713629402757,1638400,1638400,2.9842908999999054,0.6130331000022124
20260822_105023_seed42,option_b,7,0,200,0.6108859121054411,113,0.9391715450502272,0.8094792039503059,0.6524633821571239,1638400,1638400,2.949558499996783,0.6693668000007165
20260822_105023_seed42,option_b,7,1,200,0.33980149067938326,74,0.9687158652518287,0.8654357334060281,0.7174231332357247,1638400,1638400,2.9919156999967527,0.4392962999991141
20260822_105023_seed42,option_b,7,2,200,0.36068454511463643,103,0.9709942610650489,0.8115753649203102,0.6393054459352802,1638400,1638400,2.98091050000221,0.6635209999949438
20260822_105023_seed42,option_b,8,0,200,0.6034761568903924,113,0.9393102199128613,0.8102831607971844,0.6621020198562136,1638400,1638400,3.153412200001185,0.6699007999995956
20260822_105023_seed42,option_b,8,1,200,0.33377000540494917,74,0.9686730993683124,0.865927150061545,0.7142857142857143,1638400,1638400,2.946852000000945,0.43398809999780497
20260822_105023_seed42,option_b,8,2,200,0.3567453174293041,103,0.9715743830862202,0.813653763772191,0.6279969064191802,1638400,1638400,3.038825199997518,0.5994853999945917
20260822_105023_seed42,option_b,9,0,200,0.5973076455295085,113,0.9396778498038034,0.8117017385165538,0.6643812135755913,1638400,1638400,3.0680861999935587,0.6634006000022055
20260822_105023_seed42,option_b,9,1,200,0.34310381546616553,74,0.9687550673117187,0.8660349675406172,0.6984352773826458,1638400,1638400,3.0874583999975584,0.4384783999994397
20260822_105023_seed42,option_b,9,2,200,0.34129615627229215,103,0.9720520241261233,0.8150720593682442,0.6572614107883817,1638400,1638400,3.0024124999981723,0.5979987000027904
20260822_105023_seed42,option_b,10,0,200,0.5919275656342506,113,0.9401337787909533,0.813116551041707,0.6594957983193277,1638400,1638400,2.998789899997064,0.6787850000036997
20260822_105023_seed42,option_b,10,1,200,0.3358456499129534,74,0.9689559778686552,0.8665298972514363,0.7106598984771574,1638400,1638400,3.069758899997396,0.4422197999956552
20260822_105023_seed42,option_b,10,2,200,0.3365295568853617,103,0.9718622713551535,0.8154316124466682,0.6551724137931034,1638400,1638400,2.9962369999993825,0.6377419999989797
