run_id,mode,round,client_id,train_batches,train_loss,val_batches,val_auroc,val_auprc,val_f1,activation_bytes,gradient_bytes,train_duration_sec,val_duration_sec
20260705_044404_seed2002,option_b,1,0,200,1.0566248774528504,113,0.9479139338520904,0.8271453742501557,0.6303456356180434,1638400,1638400,4.908031500002835,1.0627658999874257
20260705_044404_seed2002,option_b,1,1,200,0.7186383327841759,74,0.9633474104366575,0.8574388295045338,0.673469387755102,1638400,1638400,4.616084100009175,0.5914746000198647
20260705_044404_seed2002,option_b,1,2,200,0.6661740559339523,103,0.9700994536278992,0.825304876771057,0.6254653760238272,1638400,1638400,4.656313899991801,1.1179002999851946
20260705_044404_seed2002,option_b,2,0,200,0.6937721495330333,113,0.9266364695078034,0.7897710205808601,0.6538729937194696,1638400,1638400,4.451942599989707,0.9003761000058148
20260705_044404_seed2002,option_b,2,1,200,0.44429376602172854,74,0.9658126854301983,0.8592819566868953,0.7225519287833828,1638400,1638400,4.620624899980612,0.9280614000163041
20260705_044404_seed2002,option_b,2,2,200,0.44085791021585463,103,0.9717568933850156,0.8084168459264882,0.6187265917602996,1638400,1638400,4.814173499995377,0.8886203999863937
20260705_044404_seed2002,option_b,3,0,200,0.6547738084197045,113,0.9266946280471324,0.7878899482965824,0.6635311143270622,1638400,1638400,4.695030899980338,1.0560376000066753
20260705_044404_seed2002,option_b,3,1,200,0.3886264179646969,74,0.9674533807321875,0.8597220889955237,0.7080028839221341,1638400,1638400,4.777369200019166,0.7785139999759849
20260705_044404_seed2002,option_b,3,2,200,0.39237900465726855,103,0.9694617539529413,0.802442304853514,0.6269592476489029,1638400,1638400,4.946789699984947,0.9289548000087962
20260705_044404_seed2002,option_b,4,0,200,0.6503457435965538,113,0.9283939611342472,0.7889792737403202,0.674644727000748,1638400,1638400,3.572563800000353,0.8093747000093572
20260705_044404_seed2002,option_b,4,1,200,0.3620397671312094,74,0.9680173558210603,0.8591475738850425,0.7287630402384501,1638400,1638400,3.611525200016331,0.5485598999948706
20260705_044404_seed2002,option_b,4,2,200,0.37084789894521236,103,0.9694161263782425,0.8032275684938474,0.6288416075650118,1638400,1638400,3.7328223999938928,0.7102760999987368
20260705_044404_seed2002,option_b,5,0,200,0.6548629554361105,113,0.92862857636103,0.7887445577701893,0.6554149085794655,1638400,1638400,4.164128800010076,1.0427943999820855
20260705_044404_seed2002,option_b,5,1,200,0.3492688827216625,74,0.9681986653480519,0.8597808315509574,0.7320359281437125,1638400,1638400,4.373294099990744,0.6651017999975011
20260705_044404_seed2002,option_b,5,2,200,0.357562460899353,103,0.9697492800982658,0.8044271497787501,0.6519898391193903,1638400,1638400,4.695931800000835,0.7756075999932364
20260705_044404_seed2002,option_b,6,0,200,0.6873974484950304,113,0.9299212241877263,0.7905605919005879,0.6731270965337309,1638400,1638400,4.079647600010503,1.2487986999913119
20260705_044404_seed2002,option_b,6,1,200,0.33470298781991004,74,0.9682792968575986,0.8599032678393724,0.7475057559478128,1638400,1638400,4.797457600012422,0.5508166999788955
20260705_044404_seed2002,option_b,6,2,200,0.3637850508838892,103,0.9685108173564397,0.8031233018111069,0.6030814380044021,1638400,1638400,4.4802680000138935,0.8342619999893941
20260705_044404_seed2002,option_b,7,0,200,0.6728171030431986,113,0.930127255412211,0.7915286824065695,0.6841077704021866,1638400,1638400,3.8203435000032187,1.039920399984112
20260705_044404_seed2002,option_b,7,1,200,0.3369279795140028,74,0.9682828606812248,0.8602674765972527,0.7048710601719198,1638400,1638400,4.421542600000976,0.5030109999934211
20260705_044404_seed2002,option_b,7,2,200,0.37068009324371815,103,0.9684847444566117,0.8020352000040413,0.6214340786430224,1638400,1638400,4.470225900004152,0.9187402999959886
20260705_044404_seed2002,option_b,8,0,200,0.6544470119476319,113,0.9303573424802141,0.7915797327023287,0.6664246823956442,1638400,1638400,3.4180896999896504,0.8144336999976076
20260705_044404_seed2002,option_b,8,1,200,0.33308825626969335,74,0.9682516772244942,0.8602364485125781,0.714078374455733,1638400,1638400,3.32008620002307,0.5014396000187844
20260705_044404_seed2002,option_b,8,2,200,0.3713844411820173,103,0.9684977809065258,0.8020847566000103,0.6159638554216867,1638400,1638400,3.3225387999846134,0.691718000016408
20260705_044404_seed2002,option_b,9,0,200,0.6786895220726729,113,0.9304200291783231,0.7913046241103997,0.6744186046511628,1638400,1638400,4.377756499976385,0.8639069000200834
20260705_044404_seed2002,option_b,9,1,200,0.3336726949363947,74,0.9683946756475023,0.8604442125229481,0.7312312312312312,1638400,1638400,4.507618000003276,0.6564083999837749
20260705_044404_seed2002,option_b,9,2,200,0.35347098171710967,103,0.968503937007874,0.8021738406054979,0.589070262597587,1638400,1638400,4.072463099990273,0.9422350999957416
20260705_044404_seed2002,option_b,10,0,200,0.6827573280781507,113,0.9304462783487502,0.7915619645117408,0.6784638554216867,1638400,1638400,3.8151321999903303,0.8077021999924909
20260705_044404_seed2002,option_b,10,1,200,0.33146423697471616,74,0.9683376544694803,0.8609916898957715,0.7173119065010957,1638400,1638400,3.8724269999947865,0.5415147000167053
20260705_044404_seed2002,option_b,10,2,200,0.360843458622694,103,0.969119185019091,0.8036136483883872,0.6339920948616601,1638400,1638400,3.9605796999821905,0.905627000000095
