run_id,mode,round,client_id,train_batches,train_loss,val_batches,val_auroc,val_auprc,val_f1,activation_bytes,gradient_bytes,train_duration_sec,val_duration_sec
20260705_034623_seed5005,option_b,1,0,200,0.9173307409882545,113,0.9506910394812995,0.8357322574532524,0.5636501134358457,1638400,1638400,3.792943500011461,0.9624999000225216
20260705_034623_seed5005,option_b,1,1,200,0.8833475241065025,74,0.9638516914797887,0.856316503495279,0.6574621959237343,1638400,1638400,3.9352840000065044,0.6225504000030924
20260705_034623_seed5005,option_b,1,2,200,0.7033673702180385,103,0.9701885360356446,0.8202788986374671,0.6650406504065041,1638400,1638400,3.9128339999879245,0.8494787999952678
20260705_034623_seed5005,option_b,2,0,200,0.7186193403601646,113,0.929884008382754,0.7881490530877466,0.6280409731113956,1638400,1638400,4.007887600018876,0.9540913999953773
20260705_034623_seed5005,option_b,2,1,200,0.4816870231926441,74,0.9659539019413931,0.8605218773823159,0.6878453038674033,1638400,1638400,4.096119200024987,0.6755143000045791
20260705_034623_seed5005,option_b,2,2,200,0.4583517810702324,103,0.9712263822982393,0.8017119521702605,0.5739604635310157,1638400,1638400,4.033850200008601,0.8690975999925286
20260705_034623_seed5005,option_b,3,0,200,0.6449152779579163,113,0.9287883354629829,0.7872544704718153,0.6546610169491526,1638400,1638400,4.1965997999941465,0.9529736999829765
20260705_034623_seed5005,option_b,3,1,200,0.3998160482198,74,0.967013248514331,0.8603918223707251,0.7216035634743875,1638400,1638400,3.9100582000100985,0.5929885000223294
20260705_034623_seed5005,option_b,3,2,200,0.39299042999744416,103,0.9676714148314243,0.7944031474144437,0.5890909090909091,1638400,1638400,4.0477741999784485,0.9110767999954987
20260705_034623_seed5005,option_b,4,0,200,0.6211964951455593,113,0.9290576194054243,0.7881067285989009,0.658669574700109,1638400,1638400,4.326002599991625,0.9997955999861006
20260705_034623_seed5005,option_b,4,1,200,0.3697484215348959,74,0.9676222168764869,0.8600476370904993,0.7127272727272728,1638400,1638400,4.323891399981221,0.6323030999919865
20260705_034623_seed5005,option_b,4,2,200,0.37657824717462063,103,0.9675551731530248,0.795314945171119,0.6207430340557275,1638400,1638400,4.30113400000846,0.982335399981821
20260705_034623_seed5005,option_b,5,0,200,0.670348719805479,113,0.9295105767883751,0.7882759166324906,0.65625,1638400,1638400,4.358747999998741,1.1701957999903243
20260705_034623_seed5005,option_b,5,1,200,0.3606453261524439,74,0.9678124359625442,0.8602011163128205,0.7081824764663287,1638400,1638400,4.380664599972079,0.6671854000014719
20260705_034623_seed5005,option_b,5,2,200,0.36241691701114176,103,0.9674863696673677,0.7966469630842673,0.6056971514242878,1638400,1638400,4.574396200012416,0.900716400006786
20260705_034623_seed5005,option_b,6,0,200,0.6572746557742357,113,0.9295213311654773,0.7883119156625193,0.6651949963208241,1638400,1638400,4.302081200003158,1.0240027999971062
20260705_034623_seed5005,option_b,6,1,200,0.3473845133930445,74,0.9678650023610332,0.8604176274143243,0.7115666178623719,1638400,1638400,4.387456600001315,0.6272666000004392
20260705_034623_seed5005,option_b,6,2,200,0.36812265023589136,103,0.967891223861918,0.7975090084733336,0.6194144838212635,1638400,1638400,4.46074859998771,0.924189799989108
20260705_034623_seed5005,option_b,7,0,200,0.6544922035932541,113,0.9299185355934505,0.7891344483467267,0.6803883495145631,1638400,1638400,4.409577799990075,0.9304737000202294
20260705_034623_seed5005,option_b,7,1,200,0.33579851284623147,74,0.9680013186147418,0.860298151978331,0.7143900657414171,1638400,1638400,4.223355800000718,0.6155243999965023
20260705_034623_seed5005,option_b,7,2,200,0.34660145089030264,103,0.9670605123035118,0.7956719212599632,0.584045584045584,1638400,1638400,4.034090800007107,0.8357528999913484
20260705_034623_seed5005,option_b,8,0,200,0.6470842301845551,113,0.9301541413549667,0.7891122330726752,0.662078956899674,1638400,1638400,4.367611800000304,1.0940080000145826
20260705_034623_seed5005,option_b,8,1,200,0.3415548210591078,74,0.9678819305232583,0.860144693337566,0.7119883040935673,1638400,1638400,4.494544500019401,0.6831275000004098
20260705_034623_seed5005,option_b,8,2,200,0.3503930759429932,103,0.9671825479596509,0.797479372694563,0.6064710308502633,1638400,1638400,4.321703900001012,0.8442059000080917
20260705_034623_seed5005,option_b,9,0,200,0.6779633244872093,113,0.9302428649660599,0.7895414098717272,0.6630276564774381,1638400,1638400,4.204656599991722,0.9616227999795228
20260705_034623_seed5005,option_b,9,1,200,0.3390887018293142,74,0.9680360658950989,0.8603262309420664,0.706983441324694,1638400,1638400,4.430866699985927,0.6068608000059612
20260705_034623_seed5005,option_b,9,2,200,0.3638079432398081,103,0.967079704854774,0.7974979247209023,0.6129277566539924,1638400,1638400,4.280874500022037,0.8340554000169504
20260705_034623_seed5005,option_b,10,0,200,0.6759693451225758,113,0.930200979497346,0.7896132232593054,0.663254113345521,1638400,1638400,4.17315210000379,0.9796688000205904
20260705_034623_seed5005,option_b,10,1,200,0.33823579117655755,74,0.9679901816659093,0.8609898079374084,0.6671105193075899,1638400,1638400,4.187610099994345,0.6147582000121474
20260705_034623_seed5005,option_b,10,2,200,0.35652889870107174,103,0.9668776398811075,0.7963055787469258,0.6152671755725191,1638400,1638400,4.133159999997588,0.7982936000043992
